Event Number,Call Received,Complaint Number,Shift,Tencode,Tencode Description,Tencode Suffix,Tencode Suffix Description,Disposition Code,Disposition Description,Block,Street Name,Unit Dispatched,Sector,Zone,RPA,Latitude,Longitude,Mapped Location
PD202000359832,05/04/2020 09:32:12 AM,20200315920,,50,,R,REPORT,1,,,,WAPR,,,,,,
PD202000359833,05/04/2020 09:32:53 AM,,,87,,L,,11,,,,,S,317,8415,,,
PD202000359834,05/04/2020 09:33:52 AM,,,71,,A,ALARM,6,,,,421A,C,423,,,,
PD202000359835,05/04/2020 09:34:14 AM,,,43,,P,PROGRESS,11,,5500,HILL RD,832A,,314U,0,36.047,-86.753,POINT (-86.753 36.047)
PD202000359836,05/04/2020 09:35:12 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,823A,MT,825,6407,,,
PD202000359837,05/04/2020 09:35:17 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,S,323,8851,,,
PD202000359838,05/04/2020 09:36:26 AM,,,43,,P,PROGRESS,4,,,,721A,M,723,1797,,,
PD202000359839,05/04/2020 09:36:54 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,813A,MT,815,6507,,,
PD202000359841,05/04/2020 09:37:22 AM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,,623A,N,625,3119,,,
PD202000359842,05/04/2020 09:37:37 AM,,,87,,P,PROGRESS,11,,,,,W,113,6009,,,
PD202000359844,05/04/2020 09:37:44 AM,20200315971,,43,,R,REPORT,11,,,,421A,C,423,4025,,,
PD202000359845,05/04/2020 09:38:17 AM,20200315928,,71,,P,PROGRESS,10,,,,210A,,,,,,
PD202000359846,05/04/2020 09:38:20 AM,,,70,,A,ALARM,13,,,,3E41,S,335,8905,,,
PD202000359847,05/04/2020 09:39:03 AM,20200316459,,50,,RT,,1,,,,TE17,,,,,,
PD202000359848,05/04/2020 09:39:13 AM,,,96,,,,15,,,,3E41,S,317K,8845,,,
PD202000359849,05/04/2020 09:39:19 AM,,,15,,P,PROGRESS,15,,300,OLD HICKORY BLVD W,55S45,723,723,1763,,,
PD202000359850,05/04/2020 09:39:22 AM,,,88,,PW,,5,,,,535A,H,535,8937,,,
PD202000359851,05/04/2020 09:40:01 AM,,,96,,,,12,,1600,GALLATIN PKE N,7F62,,,,,,
PD202000359853,05/04/2020 09:41:06 AM,,,88,,P,PROGRESS,11,,,,,MT,813N,5619,,,
PD202000359854,05/04/2020 09:41:21 AM,,,43,,P,PROGRESS,5,,600,MYATT DR,7F66,715,727,1721,36.293,-86.695,POINT (-86.695 36.293)
PD202000359855,05/04/2020 09:41:39 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,MT,825K,6407,,,
PD202000359856,05/04/2020 09:41:57 AM,,,96,,,,12,,,,411A,C,423K,4077,,,
PD202000359857,05/04/2020 09:42:09 AM,,,96,,,,12,,2100,ABBOTT MARTIN RD,117A,,117V,0,36.106,-86.817,POINT (-86.817 36.106)
PD202000359858,05/04/2020 09:42:14 AM,,,87,,P,PROGRESS,4,,,,517A,H,513,9011,,,
PD202000359859,05/04/2020 09:42:31 AM,,,93,,,,9T,,,,833A,MT,835,8655,,,
PD202000359860,05/04/2020 09:44:20 AM,20200316000,,50,,RT,,1,,,,TE17,,,,,,
PD202000359861,05/04/2020 09:44:21 AM,,,71,,A,ALARM,11,,4500,RACHELS LN,523A,,525,9717,36.213,-86.614,POINT (-86.614 36.213)
PD202000359862,05/04/2020 09:44:42 AM,,,43,,P,PROGRESS,15,,,,5F72,H,511,8201,,,
PD202000359863,05/04/2020 09:44:51 AM,,,71,,A,ALARM,12,,,,117A,W,117,,,,
PD202000359865,05/04/2020 09:45:22 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,4D50,MT,831,8501,,,
PD202000359866,05/04/2020 09:45:25 AM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,,513A,H,513N,,,,
PD202000359867,05/04/2020 09:45:39 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,512A,H,517,9111,,,
PD202000359868,05/04/2020 09:46:28 AM,,,43,,P,PROGRESS,15,,,,2911,C,413Q,,,,
PD202000359869,05/04/2020 09:46:42 AM,,,15,,P,PROGRESS,15,,,,2E18,E,211,1021,,,
PD202000359870,05/04/2020 09:47:03 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,W,121,4915,,,
PD202000359871,05/04/2020 09:47:18 AM,,,45,,P,PROGRESS,14,,,,833A,MT,835,8651,,,
PD202000359872,05/04/2020 09:47:29 AM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,600,ROCKY MOUNTAIN PKWY,3M81,,,,,,
PD202000359873,05/04/2020 09:47:35 AM,,,57,,P,PROGRESS,6,,,,210A,E,223,,,,
PD202000359875,05/04/2020 09:48:06 AM,,,87,,L,,11,,,,,W,125,4803,,,
PD202000359876,05/04/2020 09:48:08 AM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,,832A,MT,833,8621,,,
PD202000359878,05/04/2020 09:48:42 AM,20200315948,,43,,R,REPORT,1,,,,3286,,,,,,
PD202000359879,05/04/2020 09:49:58 AM,,,92,,P,PROGRESS,4,,,,55S74,H,511P,8223,,,
PD202000359881,05/04/2020 09:49:59 AM,,,15,,P,PROGRESS,15,,,,2E12,E,211N,1021,,,
PD202000359880,05/04/2020 09:49:59 AM,20200315966,,50,,RV,,11,,,,727A,,,,,,
PD202000359882,05/04/2020 09:50:27 AM,,,43,,PM,,6,,1100,GALLATIN PKE N,727A,M,727,1759,,,
PD202000359883,05/04/2020 09:50:35 AM,,,96,,,,12,,,,4B44,TE,425K,4055,,,
PD202000359884,05/04/2020 09:50:40 AM,,,15,,P,PROGRESS,15,,,,5535,N,615,5423,,,
PD202000359885,05/04/2020 09:50:45 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,MT,823,6953,,,
PD202000359886,05/04/2020 09:50:49 AM,20200316022,,50,,RT,,1,,,,TE17,,,,,,
PD202000359887,05/04/2020 09:51:13 AM,,,96,,,,12,,2300,GALLATIN PKE N,7F63,M,727,1721,,,
PD202000359888,05/04/2020 09:51:37 AM,,,87,,P,PROGRESS,4,,,,824A,MT,825,7021,,,
PD202000359889,05/04/2020 09:51:55 AM,,,15,,P,PROGRESS,15,,,,2E16,E,211N,1023,,,
PD202000359890,05/04/2020 09:51:56 AM,,,43,,P,PROGRESS,4,,,,4M74,C,413,1003,,,
PD202000359891,05/04/2020 09:52:24 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,6T,,,,835A,MT,833,7103,,,
PD202000359892,05/04/2020 09:52:42 AM,,,88,,P,PROGRESS,11,,100,WATTS CIR,,,134Y,0,36.143,-86.871,POINT (-86.871 36.143)
PD202000359893,05/04/2020 09:52:55 AM,,,87,,P,PROGRESS,11,,600,REHNEA DR,5F64,523,523,9525,,,
PD202000359894,05/04/2020 09:54:44 AM,,,87,,P,PROGRESS,4,,,,711A,M,711,1623,,,
PD202000359896,05/04/2020 09:55:10 AM,,,3,,,,15,,,,55S11,N,621N,3009,,,
PD202000359897,05/04/2020 09:56:10 AM,,,43,,PM,,6,,,,623A,N,613N,4477,,,
PD202000359898,05/04/2020 09:56:39 AM,,,87,,P,PROGRESS,4,,600,REHNEA DR,5F61,523,523,9525,,,
PD202000359899,05/04/2020 09:57:10 AM,,,43,,A,ALARM,11,,,,823A,S,321,,,,
PD202000359900,05/04/2020 09:57:43 AM,,,45,,P,PROGRESS,4,,,,3T73,S,315,8801,,,
PD202000359901,05/04/2020 09:57:54 AM,,,87,,L,,11,,,,,MT,835,8651,,,
PD202000359902,05/04/2020 09:58:21 AM,,,43,,P,PROGRESS,6,,,,723A,M,721N,2045,,,
PD202000359903,05/04/2020 09:58:24 AM,,,44,,P,PROGRESS,6,,,,615A,N,617K,4239,,,
PD202000359904,05/04/2020 09:58:26 AM,,,96,,,,12,,3200,BELL RD,533A,,,,,,
PD202000359906,05/04/2020 09:59:03 AM,,,15,,P,PROGRESS,15,,,,2912,MT,821K,8019,,,
PD202000359907,05/04/2020 09:59:32 AM,,,87,,L,,11,,,,,MT,835,8651,,,
PD202000359908,05/04/2020 09:59:48 AM,,,44,,P,PROGRESS,5,,,,223A,ECC,223,1887,,,
PD202000359909,05/04/2020 09:59:52 AM,,,87,,L,,4,,,,713A,M,713,1629,,,
PD202000359910,05/04/2020 10:00:21 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,4D50,MT,823,6917,,,
PD202000359911,05/04/2020 10:00:34 AM,,,43,,P,PROGRESS,4,,,,5F75,H,511,8201,,,
PD202000359912,05/04/2020 10:01:18 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,H,515,9215,,,
PD202000359913,05/04/2020 10:01:48 AM,,,42,,P,PROGRESS,4,,3100,GALLATIN PKE,210A,,215W,0,36.205,-86.738,POINT (-86.738 36.205)
PD202000359914,05/04/2020 10:01:57 AM,,,43,,P,PROGRESS,4,,,,513A,H,513N,9107,,,
PD202000359915,05/04/2020 10:02:20 AM,,,43,,RT,,1,,,,TE17,E,215,1375,,,
PD202000359916,05/04/2020 10:02:35 AM,,,43,,A,ALARM,11,,,,125A,W,117,,,,
PD202000359917,05/04/2020 10:02:39 AM,,,70,,A,ALARM,12,,,,125A,W,121,4903,,,
PD202000359918,05/04/2020 10:03:00 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,532A,H,531,8887,,,
PD202000359919,05/04/2020 10:03:07 AM,,,45,,P,PROGRESS,11,,,,,E,223N,1887,,,
PD202000359920,05/04/2020 10:04:04 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,W,121,5013,,,
PD202000359921,05/04/2020 10:04:12 AM,,,40,,PV,,4,,,,813A,MT,813,5503,,,
PD202000359922,05/04/2020 10:04:39 AM,,,43,,P,PROGRESS,4,,,,4D50,C,423,4009,,,
PD202000359923,05/04/2020 10:04:41 AM,,,88,,PW,,5,,,,323A,S,325K,8871,,,
PD202000359924,05/04/2020 10:05:04 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,824A,MT,825,6411,,,
PD202000359926,05/04/2020 10:05:07 AM,,,43,,P,PROGRESS,11,,5500,HILL RD,,,314U,0,36.047,-86.753,POINT (-86.753 36.047)
PD202000359927,05/04/2020 10:06:20 AM,,,96,,,,12,,,,821A,MT,821K,8019,,,
PD202000359928,05/04/2020 10:06:30 AM,,,87,,L,,4,,,,5F64,H,513,9027,,,
PD202000359929,05/04/2020 10:07:03 AM,,,87,,P,PROGRESS,4,,,,621A,N,621,3005,,,
PD202000359930,05/04/2020 10:07:41 AM,20200316024,,57,,P,PROGRESS,1C,,,,615A,,,,,,
PD202000359931,05/04/2020 10:07:50 AM,,,87,,P,PROGRESS,11,,,,313A,S,317,8415,,,
PD202000359932,05/04/2020 10:08:14 AM,,,44,,P,PROGRESS,9S,,2500,MERRY OAKS DR,513A,,,,,,
PD202000359933,05/04/2020 10:08:31 AM,,,43,,P,PROGRESS,4,,,,8M72,MT,811K,6721,,,
PD202000359934,05/04/2020 10:08:33 AM,,,96,,,,4,,1500,N GALLATIN PKE,7F65,725,727,1757,,,
PD202000359935,05/04/2020 10:09:27 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,5F64,H,513,9019,,,
PD202000359936,05/04/2020 10:09:47 AM,,,45,,P,PROGRESS,11,,,,,M,727,1714,,,
PD202000359937,05/04/2020 10:10:07 AM,20200316023,,43,,RT,,1,,,,TE10,,,,,,
PD202000359938,05/04/2020 10:10:10 AM,,,43,,P,PROGRESS,4,,,,411A,C,411,4203,,,
PD202000359940,05/04/2020 10:11:57 AM,,,43,,P,PROGRESS,5W,,600,MYATT DR,7F64,715,727,1721,36.293,-86.695,POINT (-86.695 36.293)
PD202000359941,05/04/2020 10:12:37 AM,,,71,,A,ALARM,13,,,,510A,H,517,,,,
PD202000359942,05/04/2020 10:13:18 AM,,,71,,A,ALARM,12,,1300,BELL RD,331A,S,331,8719,36.046,-86.675,POINT (-86.675 36.046)
PD202000359943,05/04/2020 10:13:58 AM,,,43,,P,PROGRESS,4,,,,824A,MT,823,6949,,,
PD202000359944,05/04/2020 10:14:02 AM,,,96,,,,12,,100,4TH AV S,4B44,,,,,,
PD202000359946,05/04/2020 10:14:39 AM,,,3,,,,4,,400,MYATT DR,620A,M,715,1715,,,
PD202000359947,05/04/2020 10:14:39 AM,,,87,,P,PROGRESS,4,,,,313A,S,313,,,,
PD202000359948,05/04/2020 10:15:47 AM,,,53,,A,ALARM,6,,,,712A,M,715,,,,
PD202000359949,05/04/2020 10:16:10 AM,,,44,,P,PROGRESS,6,,700,GALLATIN AV,213A,,,,,,
PD202000359950,05/04/2020 10:16:35 AM,,,71,,A,ALARM,13,,,,313A,S,323K,8847,,,
PD202000359951,05/04/2020 10:16:47 AM,,,43,,PM,,6,,,,215A,E,223,1827,,,
PD202000359952,05/04/2020 10:17:25 AM,,,96,,,,4,,,,3E41,S,335K,8927,,,
PD202000359953,05/04/2020 10:17:32 AM,,,96,,,,4,,2300,N GALLATIN PKE,7F65,M,727,1737,36.309,-86.679,POINT (-86.679 36.309)
PD202000359954,05/04/2020 10:17:58 AM,,,70,,A,ALARM,13,,,,835A,MT,835,8651,,,
PD202000359955,05/04/2020 10:18:30 AM,,,92,,P,PROGRESS,15,,,,2913,MT,821K,8019,,,
PD202000359956,05/04/2020 10:19:27 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,S,313N,8433,,,
PD202000359957,05/04/2020 10:20:08 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,MT,823,6503,,,
PD202000359958,05/04/2020 10:20:17 AM,,,70,,A,ALARM,13,,,,714A,M,713,,,,
PD202000359959,05/04/2020 10:20:18 AM,,,87,,P,PROGRESS,4,,,,5F65,H,513,9015,,,
PD202000359960,05/04/2020 10:20:20 AM,,,15,,P,PROGRESS,15,,,,2E11,E,213N,1263,,,
PD202000359961,05/04/2020 10:20:50 AM,,,96,,,,12,,300,1ST AV S,4B45,,,0,,,
PD202000359962,05/04/2020 10:20:53 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,900,LYDIA DR,,,,,,,
PD202000359963,05/04/2020 10:21:30 AM,,,15,,P,PROGRESS,15,,,,530A9,S,311,8147,,,
PD202000359964,05/04/2020 10:22:04 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,5F64,H,517,9417,,,
PD202000359965,05/04/2020 10:23:30 AM,,,44,,P,PROGRESS,11,,,,713A,M,721N,,,,
PD202000359966,05/04/2020 10:24:34 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,615A,N,623,3011,,,
PD202000359967,05/04/2020 10:24:40 AM,,,43,,P,PROGRESS,4,,600,MYATT DR,7F64,715,727,1721,36.291,-86.694,POINT (-86.694 36.291)
PD202000359969,05/04/2020 10:25:04 AM,,,87,,P,PROGRESS,4,,,,5F64,H,517,9409,,,
PD202000359971,05/04/2020 10:25:45 AM,,,43,,P,PROGRESS,4,,,,331A,MT,835,8651,,,
PD202000359972,05/04/2020 10:25:48 AM,,,71,,A,ALARM,13,,,,121A,W,121,,,,
PD202000359974,05/04/2020 10:26:01 AM,,,95,,,,4,,300,OLD LEBANON DIRT RD,535A,,,,,,
PD202000359975,05/04/2020 10:26:25 AM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,11,,,,213A,E,213,1241,,,
PD202000359976,05/04/2020 10:26:44 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,MT,833K,6311,,,
PD202000359977,05/04/2020 10:27:09 AM,,,43,,R,REPORT,9,,400,MAPLE ST,713A,713,713,1609,,,
PD202000359978,05/04/2020 10:27:35 AM,,,43,,P,PROGRESS,15,,,,5F76,H,511,8201,,,
PD202000359979,05/04/2020 10:28:34 AM,,,70,,A,ALARM,12,,,,712A,M,713,1617,,,
PD202000359980,05/04/2020 10:28:36 AM,,,87,,P,PROGRESS,4,,,,825A,MT,833,7103,,,
PD202000359981,05/04/2020 10:29:09 AM,,,46,,P,PROGRESS,10,,,,830A,MT,831K,8501,,,
PD202000359982,05/04/2020 10:29:43 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,MT,813K,5627,,,
PD202000359983,05/04/2020 10:30:25 AM,,,96,,,,12,,,,4B44,CW,421,4067,,,
PD202000359984,05/04/2020 10:30:43 AM,,,43,,PM,,6,,500,N DUPONT AV,711A,,,,,,
PD202000359986,05/04/2020 10:32:05 AM,,,44,,R,REPORT,4,,1400,GLOBE PL,727A,,,,,,
PD202000359987,05/04/2020 10:32:17 AM,,,43,,P,PROGRESS,11,,500,N DUPONT AV,,,,,,,
PD202000359988,05/04/2020 10:32:27 AM,,,46,,P,PROGRESS,11,,,,,MT,831,8501,,,
PD202000359989,05/04/2020 10:32:43 AM,,,96,,,,15,,,,2E18,E,211N,1021,,,
PD202000359990,05/04/2020 10:33:06 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,S,313,8325,,,
PD202000359991,05/04/2020 10:34:24 AM,,,15,,P,PROGRESS,15,,,,2E11,E,211N,,,,
PD202000359992,05/04/2020 10:34:35 AM,,,96,,,,12,,,,415A,C,411,4205,,,
PD202000359993,05/04/2020 10:35:33 AM,,,15,,P,PROGRESS,15,,,,411A,C,411,4207,,,
PD202000359994,05/04/2020 10:35:41 AM,,,88,,PW,,4,,,,821A,MT,821,8021,,,
PD202000359995,05/04/2020 10:35:45 AM,,,93,,,,3T,,,,5121,H,513N,9196,,,
PD202000359996,05/04/2020 10:35:55 AM,,,43,,P,PROGRESS,11,,500,N DUPONT AV,,,,,,,
PD202000359997,05/04/2020 10:36:01 AM,,,87,,P,PROGRESS,4,,,,303,S,331K,8755,,,
PD202000359998,05/04/2020 10:36:02 AM,,,43,,P,PROGRESS,4,,400,MYATT DR,,M,715,1715,,,
PD202000359999,05/04/2020 10:36:30 AM,,,96,,,,15,,,,7F62,M,727,1721,,,
PD202000360000,05/04/2020 10:36:48 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,W,125N,4805,,,
PD202000360001,05/04/2020 10:36:50 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,712A,M,713,1613,,,
PD202000360002,05/04/2020 10:36:53 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,350C,MT,835,8651,,,
PD202000360003,05/04/2020 10:37:45 AM,,,45,,P,PROGRESS,1,,,,833A,MT,811N,6617,,,
PD202000360004,05/04/2020 10:37:59 AM,,,43,,P,PROGRESS,11,,,,413A,E,215K,1329,,,
PD202000360005,05/04/2020 10:38:16 AM,,,45,,P,PROGRESS,4,,,,331A,S,333,88060,,,
PD202000360006,05/04/2020 10:38:24 AM,,,15,,P,PROGRESS,15,,,,5F76,H,511N,8209,,,
PD202000360007,05/04/2020 10:38:50 AM,,,44,,P,PROGRESS,3,,,,125A,W,125,4817,,,
PD202000360009,05/04/2020 10:39:32 AM,,,93,,,,3T,,,EXIT 15A BRILEY W,5124,M,723,1793,36.239,-86.738,POINT (-86.738 36.239)
PD202000360011,05/04/2020 10:40:20 AM,,,44,,P,PROGRESS,11,,,,TE17,S,321N,8711,,,
PD202000360012,05/04/2020 10:40:31 AM,,,43,,P,PROGRESS,11,,,,,S,331,8717,,,
PD202000360013,05/04/2020 10:40:36 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,MT,833,8601,,,
PD202000360014,05/04/2020 10:40:53 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,W,123,5023,,,
PD202000360015,05/04/2020 10:40:55 AM,,,96,,,,15,,2000,GALLATIN PKE N,7F63,,,,,,
PD202000360017,05/04/2020 10:41:57 AM,,,43,,A,ALARM,13,,,,811A,MT,815N,6507,,,
PD202000360018,05/04/2020 10:41:59 AM,20200316065,,43,,PM,,1D,,,,211A,,,,,,
PD202000360019,05/04/2020 10:42:02 AM,,,15,,P,PROGRESS,15,,,,5535,E,221,1965,,,
PD202000360020,05/04/2020 10:42:12 AM,,,15,,P,PROGRESS,15,,,,5533,N,615,5409,,,
PD202000360021,05/04/2020 10:42:36 AM,,,15,,P,PROGRESS,15,,,,5533,N,615,5401,,,
PD202000360022,05/04/2020 10:43:05 AM,,,96,,,,4,,2200,N GALLATIN PKE,7F65,725,727,1737,,,
PD202000360023,05/04/2020 10:44:07 AM,,,43,,P,PROGRESS,11,,,,110A,W,113N,6009,,,
PD202000360024,05/04/2020 10:44:13 AM,,,93,,,,3T,,,,5123,H,515N,92860,,,
PD202000360025,05/04/2020 10:44:18 AM,,,44,,P,PROGRESS,4,,,,615A,N,613K,4579,,,
PD202000360027,05/04/2020 10:44:26 AM,,,87,,P,PROGRESS,11,,,,,MT,831,8609,,,
PD202000360028,05/04/2020 10:44:36 AM,,,15,,P,PROGRESS,15,,,,2912,MT,821P,6961,,,
PD202000360029,05/04/2020 10:44:50 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,6C,,,,221A,E,213,1231,,,
PD202000360032,05/04/2020 10:45:39 AM,,,87,,L,,11,,,UNA ANTIOCH PKE,,,325,8891,,,
PD202000360033,05/04/2020 10:45:53 AM,,,15,,P,PROGRESS,15,,,,2E16,E,211N,1045,,,
PD202000360034,05/04/2020 10:46:02 AM,,,87,,P,PROGRESS,5,,,,330A,S,335,8971,,,
PD202000360035,05/04/2020 10:47:03 AM,,,96,,,,12,,,,4B44,C,421K,4115,,,
PD202000360036,05/04/2020 10:47:33 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,W,113,5235,,,
PD202000360037,05/04/2020 10:48:18 AM,,,88,,PW,,11,,,,,S,335,8907,,,
PD202000360038,05/04/2020 10:48:29 AM,,,70,,A,ALARM,12,,,,117A,W,117,6209,,,
PD202000360039,05/04/2020 10:48:56 AM,,,43,,PM,,4,,,,413A,C,425K,4043,,,
PD202000360040,05/04/2020 10:49:01 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,825A,MT,825K,6413,,,
PD202000360041,05/04/2020 10:49:28 AM,,,43,,RT,,1,,,,TE10,E,217,1401,,,
PD202000360042,05/04/2020 10:49:45 AM,20200316085,,54,,P,PROGRESS,11,,,,532A,S,335,8907,,,
PD202000360043,05/04/2020 10:49:48 AM,,,70,,A,ALARM,4,,,,712A,M,713,1617,,,
PD202000360044,05/04/2020 10:50:19 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,2000,8TH AV S,823A,,115T,0,36.133,-86.779,POINT (-86.779 36.133)
PD202000360045,05/04/2020 10:50:22 AM,,,70,,A,ALARM,7A,,,,221A,E,227K,1915,,,
PD202000360046,05/04/2020 10:50:29 AM,,,3,,,,4,,5300,OLD HICKORY BLVD,6F72,521,521,9531,,,
PD202000360047,05/04/2020 10:50:36 AM,,,43,,P,PROGRESS,4,,300,OLD LEBANON DIRT RD,523A,,,,,,
PD202000360048,05/04/2020 10:51:57 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,303,S,331,8717,,,
PD202000360049,05/04/2020 10:52:00 AM,,,43,,P,PROGRESS,4,,,,WAPR,W,111K,4601,,,
PD202000360052,05/04/2020 10:53:52 AM,,,87,,P,PROGRESS,11,,,,,W,113,5233,,,
PD202000360053,05/04/2020 10:54:17 AM,,,93,,,,3T,,,,5124,E,225K,1588,,,
PD202000360055,05/04/2020 10:54:44 AM,20200316097,,50,,P,PROGRESS,1,,,,627A,,,,,,
PD202000360056,05/04/2020 10:56:10 AM,,,3,,,,4,,,,713A,H,513N,8217,,,
PD202000360057,05/04/2020 10:56:58 AM,,,93,,,,6,,,,5120,H,515N,92860,,,
PD202000360058,05/04/2020 10:56:59 AM,,,87,,P,PROGRESS,4,,2000,8TH AV S,823A,,115T,0,36.134,-86.779,POINT (-86.779 36.134)
PD202000360059,05/04/2020 10:57:21 AM,20200316410,,43,,P,PROGRESS,1,,,,313A,,,,,,
PD202000360060,05/04/2020 10:57:57 AM,,,93,,,,3R,,,,5122,M,721K,2012,,,
PD202000360061,05/04/2020 10:57:59 AM,,,96,,,,12,,1800,N GALLATIN PKE,7F65,,227X,0,36.297,-86.699,POINT (-86.699 36.297)
PD202000360062,05/04/2020 10:58:10 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,303,S,333,8773,,,
PD202000360064,05/04/2020 10:58:37 AM,,,40,,PV,,5S,,,,3E41,S,335N,8907,,,
PD202000360065,05/04/2020 10:58:41 AM,,,95,,,,4,,4000,LEBANON RD,521A,H,521,9613,,,
PD202000360066,05/04/2020 10:58:52 AM,,,40,,P,PROGRESS,4,,,,813A,MT,815N,5825,,,
PD202000360067,05/04/2020 10:58:58 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,711A,M,727,1731,,,
PD202000360068,05/04/2020 10:59:26 AM,,,96,,,,4,,,,811A,MT,813N,5617,,,
PD202000360070,05/04/2020 11:00:35 AM,20200316136,,70,,R,REPORT,1,,,,724A,,,,,,
PD202000360071,05/04/2020 11:00:52 AM,,,95,,,,12,,300,OLD LEBANON DIRT RD,5F63,,,,,,
PD202000360072,05/04/2020 11:00:58 AM,,,43,,P,PROGRESS,4,,1500,GALLATIN PKE N,721A,M,727,1721,,,
PD202000360073,05/04/2020 11:01:09 AM,20200316113,,43,,RT,,1,,,,TE17,,,,,,
PD202000360075,05/04/2020 11:01:15 AM,,,96,,,,12,,,,4B44,C,423K,4077,,,
PD202000360076,05/04/2020 11:02:58 AM,,,44,,P,PROGRESS,4,,,,125A,W,125,4811,,,
PD202000360077,05/04/2020 11:03:01 AM,20200316116,,43,,P,PROGRESS,4,,,,3914,E,227,1997,,,
PD202000360078,05/04/2020 11:03:18 AM,,,87,,P,PROGRESS,4,,,,121A,W,121K,49024,,,
PD202000360079,05/04/2020 11:03:30 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,117A,W,125K,4713,,,
PD202000360080,05/04/2020 11:03:35 AM,,,96,,,,12,,300,OLD LEBANON DIRT RD,5F64,,,,,,
PD202000360082,05/04/2020 11:04:21 AM,,,43,,P,PROGRESS,4,,,,5F75,H,511,8201,,,
PD202000360083,05/04/2020 11:04:34 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,TE,117,6021,,,
PD202000360084,05/04/2020 11:04:36 AM,,,46,,P,PROGRESS,1,,,,617A,N,615N,5401,,,
PD202000360086,05/04/2020 11:05:47 AM,,,87,,P,PROGRESS,4,,,,615A,N,621,3003,,,
PD202000360087,05/04/2020 11:05:57 AM,,,43,,R,REPORT,1,,,,811A,MT,811K,6723,,,
PD202000360088,05/04/2020 11:06:02 AM,,,93,,,,9T,,,,5123,H,513,9039,,,
PD202000360089,05/04/2020 11:06:04 AM,,,44,,P,PROGRESS,6,,2300,LEBANON PKE,512A,,332T,0,36.169,-86.684,POINT (-86.684 36.169)
PD202000360090,05/04/2020 11:06:30 AM,20200316163,,83,,R,REPORT,1,,,,721A,M,721,2045,,,
PD202000360091,05/04/2020 11:06:57 AM,,,43,,A,ALARM,13,,,,835A,MT,835,,,,
PD202000360092,05/04/2020 11:07:26 AM,,,43,,P,PROGRESS,4,,,,513A,H,513N,9107,,,
PD202000360093,05/04/2020 11:08:11 AM,,,87,,L,,11,,,,,W,123,5023,,,
PD202000360094,05/04/2020 11:08:22 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,300,PARAGON MILLS RD,,,313V,0,36.088,-86.716,POINT (-86.716 36.088)
PD202000360096,05/04/2020 11:09:03 AM,,,15,,P,PROGRESS,15,,,,1E21,N,615K,5327,,,
