Event Number,Call Received,Complaint Number,Shift,Tencode,Tencode Description,Tencode Suffix,Tencode Suffix Description,Disposition Code,Disposition Description,Block,Street Name,Unit Dispatched,Sector,Zone,RPA,Latitude,Longitude,Mapped Location
PD202000175625,03/03/2020 06:57:22 AM,,,46,,P,PROGRESS,1T,,,,5192,H,517,,,,
PD202000175627,03/03/2020 06:57:50 AM,,,87,,P,PROGRESS,4,,300,DUE WEST AV E,715A,711,711,1505,,,
PD202000175628,03/03/2020 06:59:56 AM,20200151565,,50,,TV,,6,,,,215C,,,,,,
PD202000175630,03/03/2020 07:00:00 AM,,,43,,P,PROGRESS,4,,,,623A,N,613N,4461,,,
PD202000175631,03/03/2020 07:00:03 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,625A,N,613N,4467,,,
PD202000175632,03/03/2020 07:00:24 AM,,,43,,P,PROGRESS,5,,,,312A,H,513,9035,,,
PD202000175633,03/03/2020 07:00:51 AM,,,43,,P,PROGRESS,4,,600,E OLD HICKORY BLVD,711A,713,713,1627,36.263,-86.699,POINT (-86.699 36.263)
PD202000175636,03/03/2020 07:01:08 AM,,,45,,P,PROGRESS,11,,,,,H,515,9311,,,
PD202000175637,03/03/2020 07:01:17 AM,,,70,,A,ALARM,12A,,,,331C,S,331,8767,,,
PD202000175638,03/03/2020 07:02:06 AM,,,3,,,,4,,,,246B,C,411N,4121,,,
PD202000175639,03/03/2020 07:03:42 AM,,,43,,P,PROGRESS,4C,,,,611A,N,617K,4239,,,
PD202000175641,03/03/2020 07:04:24 AM,,,45,,P,PROGRESS,1,,,,55S75,H,515,9311,,,
PD202000175642,03/03/2020 07:04:26 AM,,,88,,PW,,5,,,,833A,E,215N,1355,,,
PD202000175643,03/03/2020 07:04:36 AM,,,71,,A,ALARM,11,,,,115A,W,115K,4653,,,
PD202000175644,03/03/2020 07:04:54 AM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,11,,,,,E,227K,1943,,,
PD202000175645,03/03/2020 07:05:07 AM,,,43,,P,PROGRESS,4,,,,615C,N,613N,4475,,,
PD202000175646,03/03/2020 07:05:26 AM,,,43,,P,PROGRESS,4,,,OLD HICKORY BLVD,517A,,523,9557,,,
PD202000175647,03/03/2020 07:06:22 AM,,,43,,P,PROGRESS,4,,1600,N GALLATIN PKE,7F61,715,727,1721,,,
PD202000175648,03/03/2020 07:06:27 AM,,,53,,A,ALARM,11,,,,825A,MT,815,6707,,,
PD202000175649,03/03/2020 07:06:52 AM,,,87,,P,PROGRESS,6,,,,,E,211,,,,
PD202000175650,03/03/2020 07:06:54 AM,,,71,,A,ALARM,11,,,,,MT,811,,,,
PD202000175651,03/03/2020 07:07:07 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,622C,N,625K,3235,,,
PD202000175652,03/03/2020 07:07:14 AM,,,50,,TV,,11,,,,,E,215K,1329,,,
PD202000175653,03/03/2020 07:08:20 AM,20200151276,,43,,P,PROGRESS,1,,,,617C,N,617,4333,,,
PD202000175654,03/03/2020 07:08:25 AM,,,45,,P,PROGRESS,6T,,,,421A,C,413K,1955,,,
PD202000175655,03/03/2020 07:08:32 AM,,,70,,A,ALARM,12,,4300,OLD HICKORY BLVD,385A,,334Y,0,36.217,-86.624,POINT (-86.624 36.217)
PD202000175656,03/03/2020 07:09:30 AM,,,71,,A,ALARM,12,,5000,OLD HICKORY BLVD,3F64,H,521,9507,36.194,-86.618,POINT (-86.618 36.194)
PD202000175657,03/03/2020 07:09:46 AM,,,45,,P,PROGRESS,11,,,,55S75,H,515,9311,,,
PD202000175658,03/03/2020 07:09:51 AM,,,71,,A,ALARM,13,,,,120C1,W,115,4653,,,
PD202000175659,03/03/2020 07:10:27 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,611A,N,617,4327,,,
PD202000175661,03/03/2020 07:10:42 AM,,,83,,P,PROGRESS,6,,,,210A,E,215,1355,,,
PD202000175662,03/03/2020 07:11:05 AM,,,43,,P,PROGRESS,4,,,,833A,E,221,1871,,,
PD202000175664,03/03/2020 07:11:54 AM,,,87,,L,,6,,,,115A,W,115N,4617,,,
PD202000175665,03/03/2020 07:12:20 AM,,,3,,,,4,,,,830B9,E,211,1109,,,
PD202000175667,03/03/2020 07:13:38 AM,20200151416,,53,,R,REPORT,1,,,,315A,,,,,,
PD202000175666,03/03/2020 07:13:38 AM,,,96,,,,12,,,,815C,MT,815N,5825,,,
PD202000175669,03/03/2020 07:14:26 AM,,,43,,P,PROGRESS,11,,,,,E,215,1315,,,
PD202000175670,03/03/2020 07:14:55 AM,,,43,,P,PROGRESS,5,,1800,BAPTIST WORLD CENTER DR,624A,N,621N,,,,
PD202000175671,03/03/2020 07:15:10 AM,,,46,,P,PROGRESS,1T,,,,721A,M,721N,2031,,,
PD202000175672,03/03/2020 07:15:15 AM,,,71,,A,ALARM,11,,,,,MT,811,,,,
PD202000175673,03/03/2020 07:15:37 AM,,,70,,A,ALARM,10,,,,3D52,S,323,,,,
PD202000175674,03/03/2020 07:16:08 AM,,,43,,P,PROGRESS,4,,,CENTRAL PKE,514A,,521,9503,,,
PD202000175675,03/03/2020 07:16:37 AM,20200151426,,43,,P,PROGRESS,1,,,,321A,S,311K,8119,,,
PD202000175676,03/03/2020 07:16:45 AM,,,45,,P,PROGRESS,5,,,,822A,N,613N,44040,,,
PD202000175677,03/03/2020 07:16:49 AM,,,43,,P,PROGRESS,4,,,,425A,C,423,,,,
PD202000175678,03/03/2020 07:17:06 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,832A,N,613,4497,,,
PD202000175679,03/03/2020 07:17:28 AM,,,96,,,,15,,,,5532,H,511,8207,,,
PD202000175680,03/03/2020 07:17:56 AM,,,71,,A,ALARM,12A,,,,222A,E,213N,1223,,,
PD202000175681,03/03/2020 07:18:07 AM,,,53,,A,ALARM,11,,,,112A,W,125,,,,
PD202000175682,03/03/2020 07:19:09 AM,,,43,,P,PROGRESS,4,,,,111A,W,111K,4531,,,
PD202000175683,03/03/2020 07:19:44 AM,,,87,,B,BANK/SECURITY ESCORT,11,,1500,BOSCOBEL ST,,,,,,,
PD202000175684,03/03/2020 07:19:59 AM,,,46,,P,PROGRESS,3T,,,,325A,S,325,8859,,,
PD202000175685,03/03/2020 07:20:27 AM,,,71,,A,ALARM,13,,,,833A,E,211,,,,
PD202000175686,03/03/2020 07:20:28 AM,,,43,,P,PROGRESS,4C,,,,125A,W,123N,4711,,,
PD202000175687,03/03/2020 07:21:40 AM,,,15,,P,PROGRESS,15,,,,2911,MT,813P,5623,,,
PD202000175689,03/03/2020 07:22:35 AM,,,71,,A,ALARM,12,,,,2911,N,611P,4425,,,
PD202000175690,03/03/2020 07:22:43 AM,,,3,,,,11,,3700,JAMES KAY LN,8T71,525,521,9511,36.178,-86.615,POINT (-86.615 36.178)
PD202000175693,03/03/2020 07:23:32 AM,,,50,,R,REPORT,5,,,,627A,N,625,3147,,,
PD202000175692,03/03/2020 07:23:32 AM,,,45,,P,PROGRESS,1T,,,,221A,E,221,1951,,,
PD202000175696,03/03/2020 07:24:18 AM,20200151447,,50,,TV,,1,,,,835A,,,,,,
PD202000175698,03/03/2020 07:25:21 AM,,,45,,P,PROGRESS,11,,,,121A,W,121,4913,,,
PD202000175699,03/03/2020 07:25:34 AM,,,43,,P,PROGRESS,5S,,300,INTERSTATE DR,425A,,436Z,0,36.169,-86.767,POINT (-86.767 36.169)
PD202000175700,03/03/2020 07:25:51 AM,,,70,,A,ALARM,13,,,,311A,S,311,8147,,,
PD202000175701,03/03/2020 07:26:13 AM,,,71,,A,ALARM,11,,,,825A,MT,825N,8527,,,
PD202000175702,03/03/2020 07:26:25 AM,,,71,,A,ALARM,11,,,,,MT,811,,,,
PD202000175703,03/03/2020 07:28:02 AM,,,43,,P,PROGRESS,4,,6600,CHARLOTTE PKE,1E22,,135Y,0,36.137,-86.883,POINT (-86.883 36.137)
PD202000175704,03/03/2020 07:28:21 AM,,,43,,P,PROGRESS,4,,,,386A,E,227N,1929,,,
PD202000175705,03/03/2020 07:28:50 AM,,,70,,A,ALARM,11,,,,3D53,H,525,,,,
PD202000175707,03/03/2020 07:29:05 AM,,,3,,,,6,,,,240C,C,411,4203,,,
PD202000175709,03/03/2020 07:30:39 AM,,,43,,P,PROGRESS,11,,,,121A,ECC,121,4905,,,
PD202000175710,03/03/2020 07:30:58 AM,,,71,,A,ALARM,13,,,,833A,E,211,,,,
PD202000175711,03/03/2020 07:31:41 AM,,,43,,P,PROGRESS,4,,,,8T71,H,521,9511,,,
PD202000175712,03/03/2020 07:32:16 AM,,,45,,P,PROGRESS,1,,,,5194,E,221,18960,,,
PD202000175713,03/03/2020 07:32:21 AM,,,15,,P,PROGRESS,15,,,,835C,MT,833,8621,,,
PD202000175714,03/03/2020 07:32:25 AM,,,87,,P,PROGRESS,6,,,,618A,N,613,4469,,,
PD202000175715,03/03/2020 07:32:31 AM,,,45,,P,PROGRESS,1,,,,5112,H,515K,92920,,,
PD202000175716,03/03/2020 07:33:37 AM,,,43,,P,PROGRESS,4,,3800,CENTRAL PKE,317A,H,521,9529,36.174,-86.608,POINT (-86.608 36.174)
PD202000175717,03/03/2020 07:33:57 AM,,,43,,P,PROGRESS,11,,500,MARGARET ROBERTSON DR,,523,523,9557,,,
PD202000175718,03/03/2020 07:34:01 AM,,,71,,A,ALARM,13,,,,833A,E,213K,1129,,,
PD202000175719,03/03/2020 07:34:09 AM,,,96,,,,12,,3700,FRANKLIN PKE,823C,,116Z,0,36.107,-86.773,POINT (-86.773 36.107)
PD202000175720,03/03/2020 07:34:16 AM,,,43,,P,PROGRESS,5,,4500,BATON ROUGE DR,534A,523,523,9537,36.212,-86.597,POINT (-86.597 36.212)
PD202000175721,03/03/2020 07:35:24 AM,,,83,,P,PROGRESS,6,,,,221A,E,215,1355,,,
PD202000175723,03/03/2020 07:35:59 AM,,,70,,A,ALARM,12,,,,833A,E,227N,1927,,,
PD202000175724,03/03/2020 07:36:05 AM,,,87,,PR,,11,,,,825C,MT,821,8041,,,
PD202000175725,03/03/2020 07:37:09 AM,,,44,,P,PROGRESS,9,,,,223A,E,227K,1131,,,
PD202000175728,03/03/2020 07:39:24 AM,,,44,,P,PROGRESS,11,,200,E WEBSTER ST,713A,711,711,1507,,,
PD202000175729,03/03/2020 07:39:57 AM,,,43,,P,PROGRESS,5,,,,317C,C,413K,4311,,,
PD202000175730,03/03/2020 07:40:16 AM,,,45,,P,PROGRESS,1T,,,,5122,H,515,9211,,,
PD202000175731,03/03/2020 07:40:28 AM,,,43,,P,PROGRESS,4,,,,386A,E,227N,1925,,,
PD202000175732,03/03/2020 07:40:32 AM,,,45,,P,PROGRESS,11,,,,612A,N,625,3201,,,
PD202000175733,03/03/2020 07:41:01 AM,,,43,,P,PROGRESS,10,,,,3D56,H,515,9203,,,
PD202000175734,03/03/2020 07:42:36 AM,,,43,,P,PROGRESS,3,,200,GALLATIN PKE S,715A,M,711,1771,,,
PD202000175736,03/03/2020 07:44:22 AM,,,45,,P,PROGRESS,6T,,,,823C,MT,821,68022,,,
PD202000175737,03/03/2020 07:44:46 AM,,,43,,P,PROGRESS,4,,100,WALLACE RD,313C,,315Z,0,36.081,-86.703,POINT (-86.703 36.081)
PD202000175738,03/03/2020 07:44:52 AM,,,43,,P,PROGRESS,5,,,,612A,N,617N,4341,,,
PD202000175739,03/03/2020 07:45:26 AM,,,45,,P,PROGRESS,6,,,,623C,N,613N,4525,,,
PD202000175740,03/03/2020 07:45:40 AM,,,46,,P,PROGRESS,1,,,,5115,H,531,,,,
PD202000175742,03/03/2020 07:46:10 AM,,,71,,A,ALARM,12,,,,617C,N,611,,,,
PD202000175743,03/03/2020 07:46:40 AM,,,61,,P,PROGRESS,11,,2400,25TH AV N,832A,,411Y,0,36.188,-86.817,POINT (-86.817 36.188)
PD202000175744,03/03/2020 07:46:49 AM,,,43,,P,PROGRESS,4,,,,833A,E,227,1927,,,
PD202000175745,03/03/2020 07:47:15 AM,,,43,,P,PROGRESS,4,,,,5F64,H,515,9209,,,
PD202000175747,03/03/2020 07:47:17 AM,,,92,,P,PROGRESS,4,,,,387A,H,515,,,,
PD202000175746,03/03/2020 07:47:17 AM,,,45,,P,PROGRESS,1T,,,,815C,MT,813N,5503,,,
PD202000175748,03/03/2020 07:47:32 AM,,,96,,,,4,,1300,MURFREESBORO PKE,315C,,321V,0,36.116,-86.696,POINT (-86.696 36.116)
PD202000175749,03/03/2020 07:48:07 AM,,,43,,P,PROGRESS,4,,,,386A,E,211K,1115,,,
PD202000175750,03/03/2020 07:49:23 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,815C,MT,813N,5507,,,
PD202000175751,03/03/2020 07:49:34 AM,,,45,,P,PROGRESS,1T,,,,221A,E,221,1919,,,
PD202000175752,03/03/2020 07:49:54 AM,,,45,,P,PROGRESS,1,,,,215A,E,225,1880,,,
PD202000175753,03/03/2020 07:50:12 AM,,,45,,P,PROGRESS,1T,,,,713A,M,713,1607,,,
PD202000175754,03/03/2020 07:50:18 AM,,,43,,P,PROGRESS,4C,,,,332A,S,333N,8865,,,
PD202000175755,03/03/2020 07:50:47 AM,,,45,,P,PROGRESS,11,,,,3M81,S,323,8841,,,
PD202000175756,03/03/2020 07:50:55 AM,,,43,,P,PROGRESS,4,,,,210A,E,215,1357,,,
PD202000175758,03/03/2020 07:51:19 AM,,,43,,P,PROGRESS,11,,,,,MT,813N,5613,,,
PD202000175760,03/03/2020 07:51:21 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,315C,H,515,9207,,,
PD202000175761,03/03/2020 07:51:26 AM,,,87,,P,PROGRESS,4,,,,3F62,H,515,9201,,,
PD202000175762,03/03/2020 07:53:30 AM,,,46,,P,PROGRESS,1,,,,621A,N,625N,3163,,,
PD202000175763,03/03/2020 07:53:32 AM,,,70,,A,ALARM,11,,,,,H,525,9723,,,
PD202000175764,03/03/2020 07:53:46 AM,,,96,,,,12,,,,5532,E,221,,,,
PD202000175766,03/03/2020 07:54:39 AM,,,45,,P,PROGRESS,5,,,N NEW HOPE RD,5T71,,,9541,36.179,-86.582,POINT (-86.582 36.179)
PD202000175768,03/03/2020 07:56:29 AM,,,43,,P,PROGRESS,2,,300,ARCHWOOD DR,715A,715,715,1713,,,
PD202000175769,03/03/2020 07:57:25 AM,,,96,,,,15,,6900,CHARLOTTE PKE,121A,,136Z,0,36.13,-86.901,POINT (-86.901 36.13)
PD202000175771,03/03/2020 07:59:06 AM,,,43,,PM,,10,,,,620A,N,625,3109,,,
PD202000175772,03/03/2020 07:59:30 AM,,,70,,A,ALARM,12,,,,835A,MT,835,,,,
PD202000175773,03/03/2020 08:00:04 AM,,,71,,A,ALARM,12,,1300,CENTRAL CT,320A,523,523,9557,,,
PD202000175775,03/03/2020 08:01:17 AM,,,71,,A,ALARM,11,,4400,MURPHY RD,112A,,,,,,
PD202000175776,03/03/2020 08:02:05 AM,,,87,,L,,11,,,,624A,N,621,3003,,,
PD202000175777,03/03/2020 08:02:34 AM,20200151512,,43,,P,PROGRESS,1,,,,55S22,,,,,,
PD202000175778,03/03/2020 08:04:29 AM,,,43,,P,PROGRESS,4C,,,,210A,E,227,,,,
PD202000175779,03/03/2020 08:04:38 AM,,,43,,P,PROGRESS,4,,,,833A,E,221,1855,,,
PD202000175782,03/03/2020 08:05:55 AM,,,45,,P,PROGRESS,1T,,,,3T73,H,513K,9219,,,
PD202000175783,03/03/2020 08:06:17 AM,,,43,,P,PROGRESS,4,,,,617A,N,617,4303,,,
PD202000175784,03/03/2020 08:06:29 AM,,,71,,A,ALARM,11,,,,,C,421K,4103,,,
PD202000175785,03/03/2020 08:06:59 AM,,,45,,P,PROGRESS,1T,,,,813A,MT,815,5817,,,
PD202000175786,03/03/2020 08:07:18 AM,,,71,,A,ALARM,4C,,400,DONELSON PKE,310A1,,333U,0,36.152,-86.666,POINT (-86.666 36.152)
PD202000175787,03/03/2020 08:07:52 AM,,,75,,R,REPORT,11,,,,835A,MT,821,6901,,,
PD202000175788,03/03/2020 08:10:26 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,3M81,E,213,1239,,,
PD202000175789,03/03/2020 08:11:18 AM,,,70,,A,ALARM,11,,,,,N,621,3047,,,
PD202000175790,03/03/2020 08:11:20 AM,,,46,,P,PROGRESS,11,,,,312A,C,413,1955,,,
PD202000175791,03/03/2020 08:11:27 AM,,,3,,,,4,,,,411A,C,425K,4043,,,
PD202000175792,03/03/2020 08:11:49 AM,,,43,,P,PROGRESS,11,,,,321A,E,227K,1997,,,
PD202000175793,03/03/2020 08:12:13 AM,,,96,,,,4,,,,117A,W,113K,5109,,,
PD202000175795,03/03/2020 08:14:52 AM,,,43,,P,PROGRESS,4,,,,123A,W,121,4903,,,
PD202000175796,03/03/2020 08:15:27 AM,,,49,,P,PROGRESS,4,,,,5532,N,621,,,,
PD202000175797,03/03/2020 08:16:18 AM,,,43,,P,PROGRESS,5,,,,212A,E,211,1109,,,
PD202000175798,03/03/2020 08:16:39 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,311A,CW,521,9601,,,
PD202000175799,03/03/2020 08:17:26 AM,,,88,,P,PROGRESS,11,,5000,OLD HICKORY BLVD,,521,521,9507,36.194,-86.618,POINT (-86.618 36.194)
PD202000175801,03/03/2020 08:17:59 AM,20200151543,,43,,R,REPORT,1,,200,E PALESTINE AV,711A,,,,,,
PD202000175802,03/03/2020 08:18:38 AM,,,96,,,,15,,,,723A,M,723K,2009,,,
PD202000175803,03/03/2020 08:18:43 AM,,,43,,P,PROGRESS,4,,2100,CHRISTINA CT,383A,HERMIT,523,9513,36.187,-86.587,POINT (-86.587 36.187)
PD202000175805,03/03/2020 08:19:09 AM,,,15,,P,PROGRESS,15,,6900,CHARLOTTE PKE,121A,,136Z,0,36.13,-86.901,POINT (-86.901 36.13)
PD202000175806,03/03/2020 08:19:29 AM,,,15,,P,PROGRESS,15,,6900,CHARLOTTE PKE,121A,,136Z,0,36.13,-86.901,POINT (-86.901 36.13)
PD202000175807,03/03/2020 08:19:58 AM,,,96,,,,15,,100,N GALLATIN PKE,723A,723,723,1763,,,
PD202000175808,03/03/2020 08:20:00 AM,,,87,,L,,11,,,CENTRAL PKE,,,521,9529,,,
PD202000175809,03/03/2020 08:20:21 AM,,,43,,PM,,11,,,,,W,125,4815,,,
PD202000175813,03/03/2020 08:22:11 AM,,,43,,P,PROGRESS,4,,,,5F64,H,515,9221,,,
PD202000175814,03/03/2020 08:23:05 AM,,,53,,A,ALARM,10,,800,MADISON SQ,710A1,711,711,1783,,,
PD202000175815,03/03/2020 08:24:10 AM,,,96,,,,4,,,,315C,S,315N,8835,,,
PD202000175817,03/03/2020 08:24:21 AM,,,43,,P,PROGRESS,4,,,,317C,C,411N,4145,,,
PD202000175818,03/03/2020 08:25:17 AM,,,43,,P,PROGRESS,4,,5900,COLCHESTER DR,3F60,H,523,9513,36.182,-86.586,POINT (-86.586 36.182)
PD202000175819,03/03/2020 08:26:30 AM,,,96,,,,4,,,,117A,W,113K,5109,,,
PD202000175820,03/03/2020 08:27:09 AM,,,15,,P,PROGRESS,15,,,,117A,W,113K,5109,,,
PD202000175821,03/03/2020 08:27:32 AM,,,15,,P,PROGRESS,15,,,,117A,W,113K,5109,,,
PD202000175822,03/03/2020 08:27:55 AM,,,43,,P,PROGRESS,4,,,,3D59,H,515,9223,,,
PD202000175823,03/03/2020 08:28:03 AM,,,87,,P,PROGRESS,4,,,,3F62,H,515,9207,,,
PD202000175824,03/03/2020 08:28:45 AM,,,87,,P,PROGRESS,4,,,,115C,W,115K,4651,,,
PD202000175825,03/03/2020 08:28:50 AM,,,43,,P,PROGRESS,11,,,,825A,MT,811K,5705,,,
PD202000175826,03/03/2020 08:29:17 AM,,,87,,L,,11,,,,612A,PCW,,,,,
PD202000175827,03/03/2020 08:29:28 AM,,,43,,P,PROGRESS,4,,1500,N GALLATIN PKE,7F61,725,727,1757,,,
PD202000175828,03/03/2020 08:31:01 AM,,,43,,P,PROGRESS,4,,2300,WILLESDEN GREEN,310A1,S,523,9559,36.185,-86.596,POINT (-86.596 36.185)
PD202000175829,03/03/2020 08:31:54 AM,,,43,,P,PROGRESS,4,,,,223A,E,213,1131,,,
PD202000175830,03/03/2020 08:32:30 AM,,,45,,P,PROGRESS,11,,,,825C,MT,813,5625,,,
PD202000175831,03/03/2020 08:32:36 AM,,,3,,,,4,,400,2ND AV N,323B,,,,,,
PD202000175833,03/03/2020 08:33:32 AM,,,43,,P,PROGRESS,4C,,,,425A,C,425,4029,,,
PD202000175834,03/03/2020 08:33:56 AM,,,45,,P,PROGRESS,11,,,,618A,N,627,3219,,,
PD202000175835,03/03/2020 08:34:04 AM,,,96,,,,12,,5800,NOLENSVILLE PKE,331C,,,,,,
PD202000175836,03/03/2020 08:35:04 AM,,,43,,P,PROGRESS,6,,,,213A,E,213,1131,,,
PD202000175837,03/03/2020 08:35:25 AM,,,92,,P,PROGRESS,4,,,,4B45,N,621,3001,,,
PD202000175838,03/03/2020 08:35:53 AM,,,96,,,,15,,200,WHITE BRIDGE PKE,113A,,132Y,0,36.138,-86.858,POINT (-86.858 36.138)
PD202000175840,03/03/2020 08:36:47 AM,,,71,,A,ALARM,11,,,,825A,MT,825,8303,,,
PD202000175842,03/03/2020 08:37:40 AM,,,45,,P,PROGRESS,14,,,,835A,MT,833,8615,,,
PD202000175843,03/03/2020 08:39:08 AM,,,43,,P,PROGRESS,15,,,,5F65,H,515N,9317,,,
PD202000175844,03/03/2020 08:39:23 AM,,,15,,P,PROGRESS,15,,200,WHITE BRIDGE PKE,113A,,132Y,0,36.138,-86.858,POINT (-86.858 36.138)
PD202000175845,03/03/2020 08:39:34 AM,,,15,,P,PROGRESS,15,,200,WHITE BRIDGE PKE,113A,,132Y,0,36.138,-86.858,POINT (-86.858 36.138)
PD202000175846,03/03/2020 08:39:52 AM,,,15,,P,PROGRESS,15,,200,WHITE BRIDGE PKE,113A,,132Y,0,36.138,-86.858,POINT (-86.858 36.138)
PD202000175847,03/03/2020 08:42:03 AM,,,45,,P,PROGRESS,1,,,,612A,N,621,3009,,,
PD202000175848,03/03/2020 08:42:05 AM,,,43,,P,PROGRESS,11,,,,315A,E,217,1503,,,
PD202000175849,03/03/2020 08:42:19 AM,,,70,,A,ALARM,12,,,,618A,N,621K,3047,,,
PD202000175850,03/03/2020 08:42:38 AM,,,43,,P,PROGRESS,11,,600,E OLD HICKORY BLVD,711A,713,713,1627,36.263,-86.699,POINT (-86.699 36.263)
PD202000175851,03/03/2020 08:42:42 AM,,,46,,P,PROGRESS,1T,,,MERIDIAN ST,5535,,,,,,
PD202000175852,03/03/2020 08:43:02 AM,,,43,,P,PROGRESS,4,,900,OAKWELL FARMS LN,325A,,,,,,
PD202000175853,03/03/2020 08:44:01 AM,,,96,,,,4,,,,117A,W,117,6111,,,
PD202000175855,03/03/2020 08:44:53 AM,,,87,,P,PROGRESS,11,,,,325A,H,521,9506,,,
PD202000175856,03/03/2020 08:44:55 AM,,,71,,A,ALARM,12,,,,223A,E,227N,1927,,,
PD202000175858,03/03/2020 08:45:34 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,5F62,H,513,9205,,,
PD202000175859,03/03/2020 08:46:24 AM,,,43,,P,PROGRESS,4,,,,317A,H,517N,9407,,,
PD202000175861,03/03/2020 08:46:49 AM,,,43,,P,PROGRESS,4,,,CENTRAL PKE,5M77,,521,9511,36.178,-86.617,POINT (-86.617 36.178)
PD202000175862,03/03/2020 08:47:54 AM,,,70,,A,ALARM,11,,,,121A,W,121,5021,,,
PD202000175863,03/03/2020 08:48:29 AM,,,96,,,,4,,2300,MURFREESBORO PKE,323C,335,325,8861,,,
PD202000175864,03/03/2020 08:48:46 AM,,,96,,,,4,,,,117A,W,117K,6111,,,
PD202000175865,03/03/2020 08:49:30 AM,20200151604,,44,,R,REPORT,10,,,,120A,W,113N,5205,,,
PD202000175866,03/03/2020 08:49:37 AM,,,15,,P,PROGRESS,15,,,,117A,MT,825K,,,,
PD202000175867,03/03/2020 08:50:03 AM,,,15,,P,PROGRESS,15,,,,117A,W,117,6111,,,
PD202000175868,03/03/2020 08:50:30 AM,,,96,,,,15,,,,5532,N,611,4429,,,
PD202000175869,03/03/2020 08:50:47 AM,,,43,,PM,,11,,,,825C,MT,823K,6601,,,
PD202000175870,03/03/2020 08:50:55 AM,,,43,,P,PROGRESS,11,,,,610A1,N,617K,4325,,,
PD202000175871,03/03/2020 08:50:57 AM,,,45,,P,PROGRESS,1,,,,VANDY,C,421K,4103,,,
PD202000175872,03/03/2020 08:51:27 AM,,,50,,P,PROGRESS,6,,,,613C,N,617,4303,,,
PD202000175873,03/03/2020 08:51:58 AM,,,43,,P,PROGRESS,4,,,,425A,C,425K,4027,,,
PD202000175874,03/03/2020 08:52:14 AM,,,61,,P,PROGRESS,10,,,,210A,E,213,1225,,,
PD202000175875,03/03/2020 08:52:56 AM,,,43,,P,PROGRESS,6,,,,611C,N,613,4475,,,
PD202000175876,03/03/2020 08:53:43 AM,,,54,,P,PROGRESS,11,,,,624A,N,613,4455,,,
PD202000175877,03/03/2020 08:54:10 AM,,,71,,A,ALARM,11,,2300,25TH AV N,624A,,411Y,0,36.188,-86.817,POINT (-86.817 36.188)
PD202000175878,03/03/2020 08:54:33 AM,,,43,,A,ALARM,11,,,,2D61,E,217,,,,
PD202000175879,03/03/2020 08:55:15 AM,,,43,,P,PROGRESS,4,,,,780A,M,715,1717,,,
PD202000175880,03/03/2020 08:55:29 AM,,,71,,A,ALARM,4,,,,321C,E,227K,1939,,,
PD202000175881,03/03/2020 08:55:36 AM,,,43,,P,PROGRESS,4C,,,,611A,N,611N,4439,,,
PD202000175882,03/03/2020 08:56:41 AM,,,44,,P,PROGRESS,6,,300,HERITAGE CT,723C,723,723,1765,,,
PD202000175883,03/03/2020 08:56:54 AM,,,87,,P,PROGRESS,4,,,,2E12,E,227K,1999,,,
PD202000175884,03/03/2020 08:57:23 AM,,,96,,,,12,,3900,CLARKSVILLE PKE,627A,,231X,0,36.208,-86.84,POINT (-86.84 36.208)
PD202000175885,03/03/2020 08:57:38 AM,,,43,,P,PROGRESS,4,,,,525A,H,513,9205,,,
PD202000175886,03/03/2020 08:57:39 AM,,,93,,,,3,,,,5112,E,217,1503,,,
PD202000175887,03/03/2020 08:58:10 AM,,,45,,P,PROGRESS,1T,,,,5122,H,515K,92920,,,
PD202000175888,03/03/2020 08:58:34 AM,,,45,,P,PROGRESS,4,,,,627A,N,627K,3212,,,
PD202000175889,03/03/2020 08:59:23 AM,,,87,,L,,4,,,MURFREESBORO PKE,,,325,8861,36.072,-86.636,POINT (-86.636 36.072)
PD202000175890,03/03/2020 08:59:26 AM,,,3,,,,4,,3700,JAMES KAY LN,522A,,,,,,
PD202000175891,03/03/2020 08:59:56 AM,,,71,,A,ALARM,13,,,,333A,E,227K,1941,,,
PD202000175893,03/03/2020 09:00:54 AM,,,43,,P,PROGRESS,4,,,,823C,MT,823,6921,,,
PD202000175894,03/03/2020 09:01:23 AM,,,71,,A,ALARM,12,,,,212A,E,213K,1131,,,
PD202000175895,03/03/2020 09:02:11 AM,,,87,,P,PROGRESS,11,,,,,C,425,4007,,,
PD202000175896,03/03/2020 09:04:07 AM,,,43,,P,PROGRESS,6,,,,832A,N,617,4301,,,
PD202000175897,03/03/2020 09:04:26 AM,,,96,,,,12,,4200,CLARKSVILLE PKE,627A,,237Z,0,36.219,-86.837,POINT (-86.837 36.219)
PD202000175898,03/03/2020 09:04:32 AM,,,96,,,,12,,,,5532,N,617,4343,,,
