Event Number,Call Received,Complaint Number,Shift,Tencode,Tencode Description,Tencode Suffix,Tencode Suffix Description,Disposition Code,Disposition Description,Block,Street Name,Unit Dispatched,Sector,Zone,RPA,Latitude,Longitude,Mapped Location
PD202000175167,03/03/2020 01:48:07 AM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4T,,,,7F71,N,617,4325,,,
PD202000175168,03/03/2020 01:48:55 AM,,,43,,P,PROGRESS,5,,5000,COLEMONT DR,321C,,317X,0,36.059,-86.699,POINT (-86.699 36.059)
PD202000175169,03/03/2020 01:50:10 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,7C62,E,213N,1253,,,
PD202000175170,03/03/2020 01:50:33 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,7C60,E,213K,1207,,,
PD202000175171,03/03/2020 01:52:10 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,627C,N,613,4477,,,
PD202000175172,03/03/2020 01:53:15 AM,,,43,,P,PROGRESS,4C,,,,121C,W,115,4653,,,
PD202000175173,03/03/2020 01:53:32 AM,,,46,,P,PROGRESS,6,,,OLD HICKORY BLVD,5273,,521,9511,,,
PD202000175174,03/03/2020 01:53:45 AM,,,45,,P,PROGRESS,11,,,,,M,723,1799,,,
PD202000175175,03/03/2020 01:53:48 AM,,,45,,P,PROGRESS,11,,,,823C,E,217,1449,,,
PD202000175176,03/03/2020 01:53:56 AM,,,43,,P,PROGRESS,6,,,,610C,N,617N,4309,,,
PD202000175177,03/03/2020 01:54:52 AM,,,43,,P,PROGRESS,10,,500,MARGARET ROBERTSON DR,520C,523,523,9557,,,
PD202000175178,03/03/2020 01:55:24 AM,,,70,,A,ALARM,12,,,,821C,E,215,1353,,,
PD202000175179,03/03/2020 01:55:37 AM,,,70,,A,ALARM,11,,,,,W,121,,,,
PD202000175180,03/03/2020 01:55:49 AM,,,70,,A,ALARM,12,,,,627C,N,627,3211,,,
PD202000175181,03/03/2020 01:56:07 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,211C,E,213,1205,,,
PD202000175182,03/03/2020 01:56:34 AM,,,42,,P,PROGRESS,5S,,,,315A,C,411N,,,,
PD202000175183,03/03/2020 01:57:11 AM,,,70,,A,ALARM,11,,,,616C,N,613N,4473,,,
PD202000175184,03/03/2020 01:57:16 AM,,,70,,A,ALARM,4,,,,723C,N,613N,4475,,,
PD202000175185,03/03/2020 01:57:21 AM,,,43,,P,PROGRESS,6,,,,313C,E,213,1219,,,
PD202000175186,03/03/2020 01:57:51 AM,,,71,,A,ALARM,12,,,,615C,N,617,4323,,,
PD202000175187,03/03/2020 01:58:03 AM,,,71,,A,ALARM,12,,,,616C,N,611,4437,,,
PD202000175188,03/03/2020 01:58:16 AM,,,70,,A,ALARM,12,,1600,HOLLY ST,220C1,East,213,1253,36.175,-86.741,POINT (-86.741 36.175)
PD202000175189,03/03/2020 01:58:35 AM,,,71,,A,ALARM,12,,,,223A,E,223K,1829,,,
PD202000175190,03/03/2020 01:58:42 AM,,,40,,P,PROGRESS,5,,,,711A,M,711,1505,,,
PD202000175191,03/03/2020 01:58:44 AM,,,43,,P,PROGRESS,4,,400,HOGAN RD,833C,,314V,0,36.065,-86.751,POINT (-86.751 36.065)
PD202000175192,03/03/2020 01:58:47 AM,,,70,,A,ALARM,12,,,,511A,H,515,9319,,,
PD202000175193,03/03/2020 01:59:48 AM,,,71,,A,ALARM,6,,,,317C,S,311N,8159,,,
PD202000175194,03/03/2020 01:59:58 AM,,,70,,A,ALARM,4,,,,7C60,E,213N,1219,,,
PD202000175195,03/03/2020 01:59:58 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,N NEW HOPE RD,515C9,,523,9539,36.174,-86.582,POINT (-86.582 36.174)
PD202000175197,03/03/2020 02:00:07 AM,,,43,,A,ALARM,11,,2200,WILLESDEN GREEN,,H,523,9559,36.183,-86.596,POINT (-86.596 36.183)
PD202000175198,03/03/2020 02:00:09 AM,,,71,,A,ALARM,12,,,,616C,N,617K,4301,,,
PD202000175199,03/03/2020 02:00:19 AM,,,43,,P,PROGRESS,4,,,,421C,C,411K,4203,,,
PD202000175200,03/03/2020 02:00:48 AM,,,71,,A,ALARM,12,,1600,ELM HILL PKE,5D56B,,,,,,
PD202000175201,03/03/2020 02:00:54 AM,,,70,,A,ALARM,12A,,,,220C1,E,227,1939,,,
PD202000175202,03/03/2020 02:01:13 AM,,,70,,A,ALARM,11,,,,,M,725K,2025,,,
PD202000175203,03/03/2020 02:01:27 AM,,,71,,A,ALARM,11,,,,,H,521,,,,
PD202000175205,03/03/2020 02:01:54 AM,,,70,,A,ALARM,11,,,,622C,N,617,4301,,,
PD202000175206,03/03/2020 02:02:01 AM,,,70,,A,ALARM,12,,,,227C,E,213,1207,,,
PD202000175207,03/03/2020 02:02:04 AM,,,71,,A,ALARM,12,,,,616C,N,617N,4307,,,
PD202000175208,03/03/2020 02:02:38 AM,,,71,,P,PROGRESS,10,,,,420C,C,413N,1991,,,
PD202000175209,03/03/2020 02:02:39 AM,,,73,,P,PROGRESS,11,,,,,E,213,,,,
PD202000175210,03/03/2020 02:02:40 AM,,,71,,A,ALARM,11,,,,,E,225K,1817,,,
PD202000175211,03/03/2020 02:02:44 AM,,,71,,A,ALARM,12,,,,220C1,PCW,,,,,
PD202000175212,03/03/2020 02:03:32 AM,,,71,,A,ALARM,12,,,,115C,W,111,5219,,,
PD202000175213,03/03/2020 02:03:48 AM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,11,,,,,N,613N,4461,,,
PD202000175214,03/03/2020 02:03:59 AM,,,43,,PM,,11,,,N NEW HOPE RD,515C9,,,9541,36.179,-86.582,POINT (-86.582 36.179)
PD202000175215,03/03/2020 02:04:40 AM,,,43,,A,ALARM,13,,200,BURNING TREE DR,523C,523,523,9557,,,
PD202000175216,03/03/2020 02:05:06 AM,,,43,,PM,,11,,,,830C,MT,835,8659,,,
PD202000175217,03/03/2020 02:05:26 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,313C,E,213K,1129,,,
PD202000175218,03/03/2020 02:05:32 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,545B,H,513,9219,,,
PD202000175219,03/03/2020 02:05:47 AM,,,43,,P,PROGRESS,10,,2100,LEBANON PKE,511A,,,,,,
PD202000175220,03/03/2020 02:05:49 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,5,,,,823C,E,223,1865,,,
PD202000175223,03/03/2020 02:06:31 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,7F75,N,617,4301,,,
PD202000175224,03/03/2020 02:06:43 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,515C,H,513,9205,,,
PD202000175225,03/03/2020 02:07:26 AM,,,70,,A,ALARM,12,,,,220C1,E,213,1253,,,
PD202000175226,03/03/2020 02:07:57 AM,,,75,,P,PROGRESS,4,,,,722C,N,613,4473,,,
PD202000175227,03/03/2020 02:08:18 AM,,,88,,PW,,11,,,,615C,N,617,4303,,,
PD202000175228,03/03/2020 02:08:20 AM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,500,ROCKWOOD DR,523C,523,523,9557,36.179,-86.6,POINT (-86.6 36.179)
PD202000175229,03/03/2020 02:09:11 AM,,,71,,A,ALARM,6,,,,622C,N,621N,3021,,,
PD202000175230,03/03/2020 02:09:49 AM,,,71,,A,ALARM,11,,,,115C,W,115N,4617,,,
PD202000175231,03/03/2020 02:10:59 AM,,,71,,A,ALARM,4,,,,722C,N,617N,4309,,,
PD202000175232,03/03/2020 02:11:04 AM,,,71,,A,ALARM,12,,,,515C9,H,517,9403,,,
PD202000175233,03/03/2020 02:11:12 AM,,,71,,A,ALARM,12,,,,211C,E,213K,1131,,,
PD202000175234,03/03/2020 02:11:18 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,511B9,H,515,9201,,,
PD202000175236,03/03/2020 02:11:28 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,4241,H,515,9217,,,
PD202000175237,03/03/2020 02:11:57 AM,,,71,,A,ALARM,4,,,,823C,E,213K,1201,,,
PD202000175238,03/03/2020 02:12:01 AM,,,61,,P,PROGRESS,5,,,,223C,E,227K,1999,,,
PD202000175239,03/03/2020 02:12:12 AM,,,71,,A,ALARM,12,,,,317C,S,311K,8143,,,
PD202000175240,03/03/2020 02:12:20 AM,,,70,,A,ALARM,12,,,,615C,N,613N,4473,,,
PD202000175241,03/03/2020 02:13:17 AM,,,73,,P,PROGRESS,11,,,,,E,213K,1209,,,
PD202000175242,03/03/2020 02:13:21 AM,,,71,,A,ALARM,12,,,,815C,MT,811K,6719,,,
PD202000175243,03/03/2020 02:14:05 AM,,,71,,A,ALARM,12,,,,213C,E,213K,1243,,,
PD202000175244,03/03/2020 02:14:19 AM,,,71,,A,ALARM,11,,,,,W,115,,,,
PD202000175245,03/03/2020 02:14:38 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,10,,,,7C60,E,215N,,,,
PD202000175246,03/03/2020 02:15:01 AM,,,43,,PM,,11,,4100,NOLENSVILLE PKE,,,315Y,0,36.077,-86.726,POINT (-86.726 36.077)
PD202000175247,03/03/2020 02:15:39 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,H,513,9219,,,
PD202000175248,03/03/2020 02:15:49 AM,,,53,,P,PROGRESS,5,,,,7F71,N,617,4345,,,
PD202000175250,03/03/2020 02:16:08 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,532C,H,515,9303,,,
PD202000175251,03/03/2020 02:16:39 AM,,,43,,P,PROGRESS,4,,800,CARTER ST,225C,,431X,0,36.19,-86.756,POINT (-86.756 36.19)
PD202000175252,03/03/2020 02:16:57 AM,,,70,,A,ALARM,12A,,,,220C1,E,213,1241,,,
PD202000175254,03/03/2020 02:17:41 AM,,,71,,A,ALARM,12,,,,117C,W,115P,,,,
PD202000175255,03/03/2020 02:17:43 AM,,,87,,P,PROGRESS,6,,,,225A,E,227,1997,,,
PD202000175256,03/03/2020 02:18:14 AM,,,70,,A,ALARM,6,,,,521C,H,515,9303,,,
PD202000175257,03/03/2020 02:18:38 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,622C,N,613N,4497,,,
PD202000175258,03/03/2020 02:18:44 AM,20200151020,,71,,P,PROGRESS,6A,,,,5271,,,,,,
PD202000175259,03/03/2020 02:18:52 AM,,,43,,P,PROGRESS,6,,2200,26TH AV N,615C,,,,,,
PD202000175260,03/03/2020 02:19:04 AM,,,45,,P,PROGRESS,14,,,,211C,E,211,1102,,,
PD202000175261,03/03/2020 02:19:24 AM,,,43,,P,PROGRESS,4,,,,3F62,H,515N,9303,,,
PD202000175262,03/03/2020 02:20:23 AM,,,71,,A,ALARM,12,,4000,LEBANON PKE,55S66,521,521,9613,,,
PD202000175263,03/03/2020 02:21:07 AM,,,71,,A,ALARM,11,,,,515C,H,517N,9403,,,
PD202000175264,03/03/2020 02:21:28 AM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,6,,,CENTRAL PKE,55S66,,521,9531,36.187,-86.632,POINT (-86.632 36.187)
PD202000175265,03/03/2020 02:21:36 AM,,,71,,A,ALARM,12,,,,211C,TE,225N,1819,,,
PD202000175266,03/03/2020 02:21:44 AM,20200151139,,50,,TV,,1,,,,331C,,,,,,
PD202000175267,03/03/2020 02:22:28 AM,,,70,,A,ALARM,11,,2300,DENNYWOOD DR,,,,,,,
PD202000175268,03/03/2020 02:22:30 AM,,,70,,A,ALARM,12,,,,615C,N,617,4307,,,
PD202000175269,03/03/2020 02:23:04 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,627C,N,625,3327,,,
PD202000175271,03/03/2020 02:24:25 AM,20200151025,,46,,P,PROGRESS,6,,,,223C,E,221N,1979,,,
PD202000175272,03/03/2020 02:24:50 AM,,,43,,A,ALARM,11,,800,RACHELS VIEW,,,,,,,
PD202000175273,03/03/2020 02:25:16 AM,,,71,,A,ALARM,13,,,,421A,C,413N,1989,,,
PD202000175274,03/03/2020 02:25:52 AM,,,71,,A,ALARM,12A,,,,313C,E,217K,1415,,,
PD202000175275,03/03/2020 02:26:26 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,211C,E,213K,1205,,,
PD202000175276,03/03/2020 02:26:28 AM,,,71,,A,ALARM,12,,,,113C,W,111N,5127,,,
PD202000175277,03/03/2020 02:26:54 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,523C,H,523,9557,,,
PD202000175278,03/03/2020 02:27:31 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,511B9,H,515,9201,,,
PD202000175279,03/03/2020 02:27:46 AM,,,71,,A,ALARM,12,,3000,DICKERSON PKE,225A,,218Z,0,36.227,-86.76,POINT (-86.76 36.227)
PD202000175282,03/03/2020 02:28:43 AM,,,71,,A,ALARM,11,,,,,H,517N,9403,,,
PD202000175283,03/03/2020 02:28:50 AM,,,73,,P,PROGRESS,11,,,,,E,213,1209,,,
PD202000175284,03/03/2020 02:29:23 AM,,,71,,A,ALARM,11,,,,331A,H,521,,,,
PD202000175285,03/03/2020 02:30:42 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,714C,N,617,4239,,,
PD202000175286,03/03/2020 02:31:15 AM,,,43,,P,PROGRESS,4,,,,615C,N,617N,4307,,,
PD202000175287,03/03/2020 02:31:38 AM,,,88,,PW,,11,,,,,H,513N,9011,,,
PD202000175290,03/03/2020 02:33:24 AM,,,43,,P,PROGRESS,11,,,,,MT,823K,6419,,,
PD202000175292,03/03/2020 02:33:41 AM,,,88,,P,PROGRESS,6,,,,813C,MT,815N,5909,,,
PD202000175293,03/03/2020 02:34:43 AM,,,71,,A,ALARM,13,,,,115A,W,115,4653,,,
PD202000175294,03/03/2020 02:35:49 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,10,,,,313C,E,213,,,,
PD202000175295,03/03/2020 02:36:31 AM,,,71,,A,ALARM,12,,4700,LEBANON PKE,383A,525,525,9727,,,
PD202000175297,03/03/2020 02:37:46 AM,,,71,,A,ALARM,12,,2500,LEBANON PKE,515C,,332U,0,36.169,-86.68,POINT (-86.68 36.169)
PD202000175298,03/03/2020 02:38:20 AM,,,45,,P,PROGRESS,11,,,,,H,513K,92960,,,
PD202000175299,03/03/2020 02:38:26 AM,,,43,,P,PROGRESS,4,,,,223A,E,227K,1915,,,
PD202000175300,03/03/2020 02:39:22 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,722C,N,613N,4473,,,
PD202000175301,03/03/2020 02:41:02 AM,,,45,,P,PROGRESS,4,,,,825A,MT,821,8015,,,
PD202000175303,03/03/2020 02:44:23 AM,,,71,,A,ALARM,13,,,,615C,N,617K,4229,,,
PD202000175304,03/03/2020 02:45:05 AM,,,75,,RJ,,10,,,,530A,H,531,8821,,,
PD202000175305,03/03/2020 02:49:53 AM,,,70,,A,ALARM,11,,,,,MT,833N,8601,,,
PD202000175306,03/03/2020 02:53:57 AM,,,53,,R,REPORT,4,,,,317C,C,425N,4051,,,
PD202000175308,03/03/2020 02:54:53 AM,,,45,,P,PROGRESS,6,,1100,BELL RD,321C,335,325,8721,,,
PD202000175309,03/03/2020 02:57:02 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,622C,N,613,4463,,,
PD202000175310,03/03/2020 02:57:03 AM,,,71,,A,ALARM,11,,3700,NOLENSVILLE PKE,833C,,312W,0,36.095,-86.737,POINT (-86.737 36.095)
PD202000175311,03/03/2020 02:59:15 AM,,,73,,P,PROGRESS,5,,,,616C,N,617,4325,,,
PD202000175314,03/03/2020 03:00:38 AM,,,88,,P,PROGRESS,5,,,,622C,N,621N,30040,,,
PD202000175315,03/03/2020 03:02:17 AM,,,87,,P,PROGRESS,11,,,,315C,E,213,1225,,,
PD202000175316,03/03/2020 03:02:47 AM,,,87,,P,PROGRESS,4,,,,111C,W,115,4616,,,
PD202000175317,03/03/2020 03:03:45 AM,,,70,,A,ALARM,11,,,,,S,335K,8977,,,
PD202000175318,03/03/2020 03:04:12 AM,,,71,,A,ALARM,12,,4000,HILLSBORO CIR,113C,,117T,0,36.105,-86.82,POINT (-86.82 36.105)
PD202000175319,03/03/2020 03:04:44 AM,,,43,,P,PROGRESS,6,,,,7C60,E,213K,1209,,,
PD202000175322,03/03/2020 03:06:08 AM,,,43,,P,PROGRESS,11,,200,MARTINGALE DR,,525,525,9611,,,
PD202000175325,03/03/2020 03:07:20 AM,,,43,,P,PROGRESS,4,,,,223A,E,215,1323,,,
PD202000175326,03/03/2020 03:07:25 AM,,,87,,P,PROGRESS,4,,,,725C,M,723,1779,,,
PD202000175327,03/03/2020 03:07:35 AM,,,43,,A,ALARM,12,,,,7F71,N,611,4423,,,
PD202000175328,03/03/2020 03:10:39 AM,,,45,,P,PROGRESS,1T,,,,225C,E,221N,1979,,,
PD202000175329,03/03/2020 03:11:04 AM,,,73,,P,PROGRESS,4,,,,615C,N,615K,5415,,,
PD202000175330,03/03/2020 03:11:32 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,400,RAINTREE PL,545B,523,523,9557,,,
PD202000175331,03/03/2020 03:13:02 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,715C,M,713N,1635,,,
PD202000175332,03/03/2020 03:13:14 AM,,,71,,A,ALARM,11,,,,,S,315,8801,,,
PD202000175333,03/03/2020 03:14:30 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,2700,W HEIMAN ST,722C,,125Z,0,36.17,-86.818,POINT (-86.818 36.17)
PD202000175334,03/03/2020 03:16:00 AM,,,43,,P,PROGRESS,5,,,,225A,E,227N,1877,,,
PD202000175336,03/03/2020 03:19:52 AM,,,43,,P,PROGRESS,15,,,,831C,MT,833,8621,,,
PD202000175338,03/03/2020 03:20:05 AM,,,43,,P,PROGRESS,11,,,,,C,413K,1957,,,
PD202000175339,03/03/2020 03:20:17 AM,,,43,,P,PROGRESS,11,,,,,MT,823K,6419,,,
PD202000175340,03/03/2020 03:20:26 AM,,,71,,A,ALARM,11,,,,,E,213,1129,,,
PD202000175341,03/03/2020 03:20:48 AM,,,50,,RV,,11,,,,,S,333,8865,,,
PD202000175342,03/03/2020 03:22:35 AM,,,73,,P,PROGRESS,11,,,,,M,713N,1633,,,
PD202000175343,03/03/2020 03:22:45 AM,,,87,,B,BANK/SECURITY ESCORT,4,,300,E MARTHONA RD,715C,M,723,1749,36.261,-86.728,POINT (-86.728 36.261)
PD202000175346,03/03/2020 03:28:39 AM,,,70,,A,ALARM,4,,,,330C,S,317,8419,,,
PD202000175347,03/03/2020 03:29:57 AM,,,43,,P,PROGRESS,11,,,,616C,W,123,4705,,,
PD202000175348,03/03/2020 03:30:11 AM,,,43,,P,PROGRESS,10,,,,610C,N,617,4301,,,
PD202000175349,03/03/2020 03:31:13 AM,,,87,,P,PROGRESS,4,,,,111C,W,115,4651,,,
PD202000175351,03/03/2020 03:32:42 AM,,,43,,P,PROGRESS,4,,,,825C,MT,823K,6419,,,
PD202000175353,03/03/2020 03:33:28 AM,,,71,,A,ALARM,12,,,,615C,N,617K,4303,,,
PD202000175354,03/03/2020 03:33:30 AM,,,71,,A,ALARM,13,,,,315A,C,415N,4137,,,
PD202000175355,03/03/2020 03:33:31 AM,,,43,,P,PROGRESS,11,,,,315C,N,613K,4579,,,
PD202000175356,03/03/2020 03:34:42 AM,,,43,,P,PROGRESS,4,,,,227C,E,227N,1929,,,
PD202000175357,03/03/2020 03:34:49 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,227C,E,215,1355,,,
PD202000175358,03/03/2020 03:36:06 AM,,,43,,P,PROGRESS,10,,700,DICKERSON PKE,220C1,,,,,,
PD202000175360,03/03/2020 03:36:54 AM,,,87,,B,BANK/SECURITY ESCORT,4,,,,7C60,E,227,1997,,,
PD202000175362,03/03/2020 03:40:30 AM,,,43,,P,PROGRESS,4,,,N NEW HOPE RD,511A,,,9541,36.179,-86.582,POINT (-86.582 36.179)
PD202000175363,03/03/2020 03:41:10 AM,,,43,,P,PROGRESS,6,,,,227C,E,217,1409,,,
PD202000175364,03/03/2020 03:43:09 AM,,,83,,P,PROGRESS,5,,1600,17TH AV N,616C,,412Y,0,36.175,-86.807,POINT (-86.807 36.175)
PD202000175365,03/03/2020 03:43:19 AM,,,83,,P,PROGRESS,11,,,,,N,613,4471,,,
PD202000175366,03/03/2020 03:45:16 AM,,,73,,P,PROGRESS,4,,,,831A,E,227,1997,,,
PD202000175367,03/03/2020 03:45:47 AM,,,43,,P,PROGRESS,11,,100,MARGARET ST,721C,713,713,1627,,,
PD202000175370,03/03/2020 03:46:18 AM,,,70,,A,ALARM,11,,,,,H,523,,,,
PD202000175371,03/03/2020 03:46:22 AM,,,43,,P,PROGRESS,6,,,,223C,E,227K,1941,,,
PD202000175372,03/03/2020 03:47:23 AM,,,73,,P,PROGRESS,4,,200,COWAN ST,413A,,433W,0,36.175,-86.776,POINT (-86.776 36.175)
PD202000175373,03/03/2020 03:47:28 AM,,,43,,P,PROGRESS,4,,2100,BLUEJAY CT,313A,,523,9515,36.16,-86.571,POINT (-86.571 36.16)
PD202000175374,03/03/2020 03:49:28 AM,,,71,,A,ALARM,12,,,,821C,E,211P,1117,,,
PD202000175376,03/03/2020 03:51:32 AM,,,73,,P,PROGRESS,11,,,,,M,713N,1633,,,
PD202000175377,03/03/2020 03:51:42 AM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,,420C,C,413,4237,,,
PD202000175378,03/03/2020 03:51:59 AM,,,71,,A,ALARM,13A,,2400,MUSIC VALLEY DR,515C,,332Y,0,36.218,-86.696,POINT (-86.696 36.218)
PD202000175379,03/03/2020 03:52:00 AM,,,87,,P,PROGRESS,11,,,,616C,N,615,5413,,,
PD202000175380,03/03/2020 03:54:53 AM,,,43,,P,PROGRESS,4,,,,422C,C,413,4231,,,
PD202000175381,03/03/2020 03:55:47 AM,,,70,,A,ALARM,12,,,,315A,C,413,4231,,,
PD202000175383,03/03/2020 03:57:01 AM,,,88,,PW,,11,,3900,APACHE TRL,,,317Z,0,36.067,-86.69,POINT (-86.69 36.067)
PD202000175385,03/03/2020 03:58:09 AM,,,83,,P,PROGRESS,11,,,,330C,S,333N,8867,,,
PD202000175387,03/03/2020 04:01:41 AM,,,45,,P,PROGRESS,11,,,,,M,725K,2047,,,
PD202000175388,03/03/2020 04:04:41 AM,,,43,,P,PROGRESS,12,,,,7C62,E,221,1969,,,
PD202000175389,03/03/2020 04:05:50 AM,,,43,,PM,,4,,,,515C,ECC,,9317,,,
PD202000175390,03/03/2020 04:13:40 AM,,,87,,L,,4,,,N GRAYCROFT AV,722C,M,723,1745,36.264,-86.732,POINT (-86.732 36.264)
PD202000175391,03/03/2020 04:14:50 AM,,,43,,P,PROGRESS,4,,,,313A,H,513,9039,,,
PD202000175392,03/03/2020 04:14:57 AM,,,70,,A,ALARM,12,,,,615C,N,617,4323,,,
PD202000175393,03/03/2020 04:20:51 AM,,,43,,P,PROGRESS,9,,1400,BRICK CHURCH PKE,627C,,232Z,0,36.203,-86.777,POINT (-86.777 36.203)
PD202000175394,03/03/2020 04:23:24 AM,,,92,,P,PROGRESS,6,,,OLD HICKORY BLVD,5D56B,,521,9511,36.183,-86.611,POINT (-86.611 36.183)
PD202000175395,03/03/2020 04:24:37 AM,,,71,,A,ALARM,6,,,,315C,S,313N,8403,,,
PD202000175396,03/03/2020 04:24:55 AM,,,45,,P,PROGRESS,11,,,,,M,721K,20161,,,
PD202000175397,03/03/2020 04:25:16 AM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,5,,,,721C,M,725,2105,,,
PD202000175398,03/03/2020 04:25:56 AM,,,71,,A,ALARM,11,,,,,W,115,4653,,,
PD202000175399,03/03/2020 04:26:05 AM,,,44,,P,PROGRESS,11,,,,,MT,813N,5503,,,
PD202000175400,03/03/2020 04:27:36 AM,,,43,,P,PROGRESS,11,,6600,CHARLOTTE PKE,,,134X,0,36.139,-86.88,POINT (-86.88 36.139)
PD202000175401,03/03/2020 04:28:23 AM,20200151143,,44,,P,PROGRESS,6,,,,333C,S,321,8713,,,
PD202000175402,03/03/2020 04:29:45 AM,,,65,,P,PROGRESS,11,,,,,N,617K,,,,
PD202000175403,03/03/2020 04:30:45 AM,,,71,,A,ALARM,12,,,,5D56B,H,517,,,,
PD202000175404,03/03/2020 04:30:53 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,521C,H,515K,9217,,,
PD202000175406,03/03/2020 04:33:23 AM,,,71,,A,ALARM,12,,,,722C,M,721N,2035,,,
PD202000175407,03/03/2020 04:33:47 AM,,,43,,P,PROGRESS,11,,,,227C,E,227,,,,
PD202000175408,03/03/2020 04:34:06 AM,,,43,,P,PROGRESS,5,,,,8D,E,213,1129,,,
PD202000175409,03/03/2020 04:37:35 AM,,,73,,P,PROGRESS,4,,,,622C,N,617,4305,,,
PD202000175410,03/03/2020 04:38:21 AM,,,96,,,,12,,,,317C,S,313,8431,,,
PD202000175411,03/03/2020 04:38:28 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,223A,E,215,1355,,,
PD202000175412,03/03/2020 04:40:30 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,615C,N,613N,4463,,,
PD202000175413,03/03/2020 04:40:33 AM,,,43,,P,PROGRESS,6,,,,123C,W,115K,4653,,,
PD202000175414,03/03/2020 04:41:33 AM,,,43,,P,PROGRESS,5,,,,2E18,E,213K,1129,,,
PD202000175416,03/03/2020 04:42:36 AM,,,45,,P,PROGRESS,10,,,,7F75,N,615K,54021,,,
PD202000175417,03/03/2020 04:43:57 AM,,,45,,P,PROGRESS,6T,,,,713C,M,725K,2047,,,
PD202000175420,03/03/2020 04:45:59 AM,,,45,,P,PROGRESS,11,,,,,W,123N,4711,,,
PD202000175421,03/03/2020 04:47:38 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,DODSON CHAPEL RD,517C,,521,9511,36.182,-86.611,POINT (-86.611 36.182)
PD202000175423,03/03/2020 04:50:12 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,532C,H,515,9303,,,
PD202000175425,03/03/2020 04:51:43 AM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,LOCKDO,E,227K,1941,,,
PD202000175426,03/03/2020 04:53:44 AM,,,40,,PV,,4,,,,7C62,E,227,1895,,,
PD202000175427,03/03/2020 04:55:26 AM,,,96,,,,12,,1300,MURFREESBORO PKE,315C,,321V,0,36.116,-86.697,POINT (-86.697 36.116)
PD202000175428,03/03/2020 04:57:54 AM,,,46,,P,PROGRESS,5,,,,335C,S,333,88060,,,
PD202000175429,03/03/2020 04:57:59 AM,,,57,,P,PROGRESS,5,,,,4F71,C,411,4157,,,
PD202000175431,03/03/2020 04:58:57 AM,,,43,,P,PROGRESS,4,,,,225C,E,223N,1861,,,
PD202000175432,03/03/2020 04:59:06 AM,,,71,,A,ALARM,12,,,,111C,W,115,,,,
PD202000175433,03/03/2020 05:00:15 AM,,,44,,P,PROGRESS,4,,,,4F71,C,411,4203,,,
PD202000175434,03/03/2020 05:00:38 AM,,,88,,P,PROGRESS,4,,,,BHPD,MT,823,6921,,,
PD202000175435,03/03/2020 05:01:16 AM,,,96,,,,12,,,,317C,MT,831K,8513,,,
PD202000175436,03/03/2020 05:02:42 AM,,,71,,A,ALARM,11,,,,7C63,E,211K,1119,,,
PD202000175437,03/03/2020 05:04:02 AM,,,83,,P,PROGRESS,13,,,,822A,N,611,4409,,,
